"withinblocktrial","block","block_repetition","rt","resp","cor","cresp","conf_press","cj","rtconf","coherence","slow_trial","manipulation","sub","age","gender","handedness","X","batch","check1","check2","check3","check4"
22,4,1,3.43273709999994,"['n']",1,"right","['9']",5,1.28473410000015,0.4,0,"AccAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
23,4,1,4.49888369999985,"['c']",1,"left","['8']",4,1.23489699999982,0.4,0,"AccAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
24,4,1,2.70086910000009,"['c']",0,"right","['8']",4,2.28418370000009,0.1,0,"AccAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
25,4,1,1.33328119999987,"['c']",1,"left","['0']",6,1.16699339999991,0.4,0,"AccAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
26,4,1,1.35104610000008,"['c']",0,"right","['9']",5,0.485191600000007,0.1,0,"AccAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
27,4,1,2.61629040000003,"['c']",0,"right","['8']",4,1.18473799999992,0.2,0,"AccAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
28,4,1,2.08405909999988,"['n']",1,"right","['9']",5,1.05122549999987,0.4,0,"AccAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
29,4,1,2.16759840000009,"['n']",0,"left","['8']",4,1.36838680000005,0.2,0,"AccAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
30,4,1,1.63310649999994,"['c']",1,"left","['8']",4,2.24941009999998,0.2,0,"AccAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
31,4,1,1.21783299999993,"['c']",0,"right","['0']",6,0.667998099999977,0.1,0,"AccAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
32,4,1,1.48422690000007,"['n']",1,"right","['9']",5,1.10041630000001,0.4,0,"AccAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
33,4,1,1.58304700000008,"['n']",1,"right","['0']",6,1.1684458000002,0.4,0,"AccAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
34,4,1,1.38372340000001,"['c']",1,"left","['0']",6,0.918123899999955,0.4,0,"AccAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
35,4,1,1.5503490000001,"['n']",1,"right","['0']",6,1.30120600000009,0.1,0,"AccAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
36,4,1,1.1517302000002,"['c']",1,"left","['0']",6,1.40126439999995,0.4,0,"AccAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
37,4,1,2.76676970000017,"['c']",1,"left","['9']",5,0.900556700000152,0.2,0,"AccAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
38,4,1,2.26513640000007,"['c']",1,"left","['9']",5,0.783900700000004,0.4,0,"AccAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
39,4,1,1.63441759999978,"['c']",1,"left","['8']",4,0.918017100000043,0.4,0,"AccAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
40,4,1,2.63498959999993,"['n']",1,"right","['9']",5,0.851310999999896,0.1,0,"AccAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
41,4,1,2.36610580000001,"['n']",0,"left","['9']",5,0.617332000000033,0.1,0,"AccAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
42,4,1,2.74828780000007,"['n']",0,"left","['8']",4,0.752709900000127,0.2,0,"AccAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
43,4,1,1.30129039999997,"['n']",1,"right","['3']",3,0.651585000000068,0.2,0,"AccAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
44,4,1,1.66690349999999,"['n']",1,"right","['8']",4,0.667934399999922,0.1,0,"AccAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
45,4,1,1.90058419999991,"['n']",1,"right","['9']",5,0.916350500000135,0.1,0,"AccAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
46,4,1,1.39991050000003,"['c']",0,"right","['9']",5,2.91811050000001,0.1,0,"AccAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
47,4,1,2.40020800000002,"['n']",1,"right","['0']",6,0.81801459999997,0.1,0,"AccAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
48,4,1,1.94903070000009,"['n']",1,"right","['0']",6,0.602166699999998,0.4,0,"AccAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
49,4,1,1.70037079999997,"['n']",0,"left","['9']",5,0.484828200000038,0.1,0,"AccAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
50,4,1,2.61604209999996,"['n']",1,"right","['0']",6,1.13489389999995,0.2,0,"AccAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
51,4,1,3.34925389999989,"['c']",1,"left","['2']",2,1.4498695000002,0.1,0,"AccAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
52,4,1,1.23294559999999,"['n']",1,"right","['0']",6,0.418832600000087,0.4,0,"AccAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
53,4,1,1.6330754999999,"['n']",1,"right","['0']",6,0.400892999999996,0.2,0,"AccAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
54,4,1,1.76588910000009,"['n']",1,"right","['0']",6,0.618906400000014,0.4,0,"AccAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
55,4,1,3.50012910000009,"['c']",1,"left","['8']",4,1.86778819999995,0.1,0,"AccAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
56,4,1,1.51654379999991,"['c']",1,"left","['3']",3,0.433417799999916,0.1,0,"AccAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
57,4,1,1.31788260000008,"['c']",1,"left","['8']",4,1.44955529999993,0.4,0,"AccAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
58,4,1,3.03416440000001,"['c']",1,"left","['8']",4,0.867134600000099,0.2,0,"AccAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
59,4,1,3.53277669999989,"['c']",0,"right","['8']",4,1.01643869999998,0.1,0,"AccAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
0,5,1,0.616922299999942,"['n']",1,"right","['3']",3,1.71736600000008,0.2,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
1,5,1,0.682784000000083,"['c']",1,"left","['0']",6,1.06849050000005,0.4,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
2,5,1,0.96704479999994,"['n']",1,"right","['9']",5,2.9998099999998,0.4,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
3,5,1,0.700894400000152,"['n']",1,"right","['8']",4,1.65026179999995,0.4,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
4,5,1,0.515582400000085,"['c']",1,"left","['0']",6,1.38542730000017,0.4,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
5,5,1,0.717231299999867,"['n']",1,"right","['0']",6,0.917375699999866,0.2,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
6,5,1,0.717582700000094,"['n']",1,"right","['8']",4,1.46910119999984,0.1,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
7,5,1,0.268859199999952,"['c']",1,"left","['2']",2,1.70180379999988,0.4,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
8,5,1,0.349740599999905,"['n']",0,"left","['3']",3,3.00114830000007,0.2,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
9,5,1,0.465606100000059,"['c']",0,"right","['1']",1,2.20113499999979,0.2,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
10,5,1,0.498803599999974,"['c']",1,"left","['2']",2,1.55054600000017,0.2,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
11,5,1,0.650097100000039,"['c']",0,"right","['1']",1,1.28431999999998,0.4,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
12,5,1,0.683282899999995,"['n']",1,"right","['9']",5,1.30207229999996,0.2,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
13,5,1,0.60063080000009,"['c']",1,"left","['9']",5,2.11661589999994,0.4,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
14,5,1,0.583199399999785,"['c']",1,"left","['8']",4,1.48529819999999,0.1,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
15,5,1,0.883690599999909,"['c']",0,"right","['3']",3,1.61801220000007,0.1,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
16,5,1,1.33381430000009,"['c']",0,"right","['2']",2,1.23406670000008,0.1,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
17,5,1,0.651112999999896,"['c']",1,"left","['8']",4,1.93394719999992,0.2,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
18,5,1,0.38419829999998,"['c']",1,"left","['8']",4,2.26768010000001,0.2,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
19,5,1,1.01595640000005,"['n']",0,"left","['3']",3,1.6847795000001,0.2,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
20,5,1,0.582287599999972,"['c']",1,"left","['9']",5,1.15086299999984,0.2,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
21,5,1,0.666978900000004,"['c']",0,"right","['9']",5,1.05016480000018,0.1,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
22,5,1,0.56612210000003,"['c']",0,"right","['8']",4,1.16672010000002,0.4,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
23,5,1,0.668930900000078,"['c']",1,"left","['8']",4,0.768012400000089,0.2,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
24,5,1,0.632752200000141,"['c']",1,"left","['8']",4,1.7855391999999,0.2,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
25,5,1,0.667642599999908,"['n']",0,"left","['2']",2,1.16681349999999,0.4,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
26,5,1,0.566606599999886,"['c']",0,"right","['8']",4,0.852045399999952,0.4,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
27,5,1,0.865755299999819,"['n']",0,"left","['8']",4,0.652125500000011,0.1,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
28,5,1,0.734782399999858,"['c']",0,"right","['3']",3,2.58447490000003,0.2,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
29,5,1,0.384016299999985,"['c']",0,"right","['8']",4,1.40128290000007,0.4,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
30,5,1,0.383685699999887,"['c']",0,"right","['3']",3,1.36801660000015,0.4,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
31,5,1,0.332678199999918,"['c']",0,"right","['1']",1,2.51812150000001,0.1,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
32,5,1,0.800065399999994,"['c']",0,"right","['2']",2,1.91771459999995,0.1,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
33,5,1,0.701104900000018,"['n']",1,"right","['0']",6,1.2011923,0.2,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
34,5,1,1.1503823999999,"['c']",1,"left","['0']",6,1.10145319999992,0.1,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
35,5,1,1.06503309999994,"['n']",0,"left","['2']",2,1.7348950999999,0.1,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
36,5,1,0.584949000000051,"['c']",1,"left","['8']",4,1.50115469999992,0.2,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
37,5,1,0.632210900000018,"['c']",1,"left","['0']",6,1.73372689999997,0.2,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
38,5,1,0.649740700000166,"['c']",1,"left","['0']",6,1.46882870000013,0.4,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
39,5,1,0.934573499999942,"['c']",1,"left","['9']",5,1.08425919999991,0.1,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
40,5,1,0.584770700000036,"['c']",1,"left","['8']",4,2.01800639999988,0.1,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
41,5,1,0.833336400000007,"['c']",0,"right","['3']",3,2.18492820000006,0.4,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
42,5,1,0.79968840000015,"['n']",0,"left","['8']",4,1.78495420000013,0.2,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
43,5,1,0.717922499999986,"['c']",1,"left","['8']",4,1.36857120000013,0.1,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
44,5,1,1.01703900000007,"['n']",1,"right","['8']",4,0.951192400000082,0.4,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
45,5,1,0.666918399999986,"['c']",0,"right","['8']",4,1.35031559999993,0.4,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
46,5,1,0.366699899999958,"['c']",1,"left","['9']",5,1.18541200000004,0.2,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
47,5,1,0.349184700000023,"['c']",0,"right","['2']",2,1.93496039999991,0.1,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
48,5,1,1.31789570000001,"['c']",0,"right","['0']",6,1.0679646000001,0.1,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
49,5,1,0.449204900000041,"['c']",1,"left","['0']",6,0.850708999999824,0.2,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
50,5,1,0.599993799999993,"['c']",1,"left","['9']",5,0.901086799999803,0.4,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
51,5,1,1.4168889,"['n']",1,"right","['8']",4,1.06869300000017,0.4,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
52,5,1,0.783760499999971,"['n']",0,"left","['2']",2,1.53447659999983,0.1,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
53,5,1,1.61578259999987,"['n']",1,"right","['9']",5,1.00058510000008,0.1,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
54,5,1,1.29843340000002,"['n']",1,"right","['8']",4,3.26910730000009,0.4,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
55,5,1,0.88423929999999,"['c']",1,"left","['9']",5,1.06669749999992,0.2,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
56,5,1,1.11919439999997,"['n']",1,"right","['8']",4,0.934651600000052,0.1,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
57,5,1,1.04888419999997,"['n']",1,"right","['0']",6,0.668805099999872,0.4,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
58,5,1,0.967134700000088,"['n']",0,"left","['9']",5,0.818177500000047,0.1,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
59,5,1,0.90055150000012,"['n']",1,"right","['8']",4,1.41819239999995,0.1,0,"FastAcc",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
0,6,1,1.36767809999992,"['n']",1,"right","['8']",4,0.801103100000091,0.2,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
1,6,1,0.333907299999964,"['c']",0,"right","['3']",3,0.333167399999866,0.2,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
2,6,1,1.26568129999987,"['n']",1,"right","['9']",5,0.768723399999999,0.4,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
3,6,1,1.46563830000014,"['n']",0,"left","['0']",6,0.685371800000212,0.2,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
4,6,1,0.315486700000065,"['n']",1,"right","['9']",5,0.584127399999943,0.2,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
5,6,1,0.400490200000149,"['c']",1,"left","['3']",3,0.784961100000146,0.1,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
6,6,1,0.715616299999965,"['c']",1,"left","['2']",2,0.717531299999791,0.1,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
7,6,1,0.584430600000132,"['n']",0,"left","['8']",4,0.967896699999983,0.2,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
8,6,1,0.683338699999922,"['n']",1,"right","['8']",4,0.517937100000154,0.4,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
9,6,1,0.616220799999837,"['n']",1,"right","['8']",4,0.684252000000015,0.4,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
10,6,1,0.684286799999882,"['n']",1,"right","['9']",5,0.568263399999978,0.2,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
11,6,1,0.617566500000066,"['n']",0,"left","['8']",4,0.551004000000148,0.4,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
12,6,1,0.534519999999929,"['n']",0,"left","['9']",5,0.50062969999999,0.1,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
13,6,1,1.11684030000015,"['n']",1,"right","['0']",6,0.985375599999998,0.2,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
14,6,1,0.849412900000061,"['n']",1,"right","['9']",5,0.551875099999961,0.1,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
15,6,1,0.666777400000001,"['n']",0,"left","['8']",4,0.351605699999936,0.4,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
16,6,1,1.16850269999986,"['c']",0,"right","['2']",2,0.551966900000025,0.2,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
17,6,1,0.83282209999993,"['c']",1,"left","['8']",4,0.218862800000124,0.4,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
18,6,1,0.383342200000016,"['c']",0,"right","['8']",4,0.18346970000016,0.2,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
19,6,1,0.867947500000128,"['n']",1,"right","['0']",6,0.501326800000015,0.4,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
20,6,1,0.833945099999937,"['c']",1,"left","['9']",5,1.01766540000017,0.4,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
21,6,1,1.31698959999994,"['n']",0,"left","['9']",5,0.417854400000124,0.4,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
22,6,1,0.650542599999881,"['n']",1,"right","['9']",5,0.384322599999905,0.1,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
23,6,1,0.716737999999623,"['n']",1,"right","['8']",4,0.534549699999843,0.1,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
24,6,1,0.982775200000106,"['n']",1,"right","['0']",6,0.501603800000339,0.2,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
25,6,1,0.584413600000062,"['n']",1,"right","['0']",6,0.532841799999915,0.2,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
26,6,1,0.551637300000039,"['n']",0,"left","['0']",6,0.251548400000047,0.4,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
27,6,1,1.10012150000011,"['n']",1,"right","['0']",6,0.583968899999945,0.1,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
28,6,1,0.41665409999996,"['n']",0,"left","['9']",5,0.285439599999791,0.4,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
29,6,1,0.43486219999977,"['n']",0,"left","['8']",4,0.383778700000221,0.1,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
30,6,1,0.484714799999892,"['c']",0,"right","['3']",3,0.40183449999995,0.1,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
31,6,1,0.383615799999916,"['c']",1,"left","['8']",4,0.267618500000026,0.2,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
32,6,1,0.417557599999782,"['c']",1,"left","['8']",4,0.251604999999927,0.2,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
33,6,1,0.483948199999759,"['c']",1,"left","['3']",3,0.301487199999883,0.4,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
34,6,1,0.732770200000232,"['c']",1,"left","['0']",6,0.284777200000008,0.2,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
35,6,1,0.583848799999942,"['c']",1,"left","['9']",5,0.334702899999684,0.1,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
36,6,1,0.549787499999638,"['c']",0,"right","['8']",4,0.602059100000133,0.4,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
37,6,1,0.799793700000009,"['n']",0,"left","['0']",6,0.635830199999873,0.2,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
38,6,1,0.448837200000071,"['n']",0,"left","['0']",6,0.367613300000357,0.4,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
39,6,1,0.867717099999936,"['c']",1,"left","['2']",2,0.90004480000016,0.1,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
40,6,1,1.31643620000023,"['n']",1,"right","['9']",5,0.352514700000029,0.2,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
41,6,1,0.733960000000025,"['n']",0,"left","['9']",5,0.266864400000031,0.4,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
42,6,1,0.966445600000043,"['n']",0,"left","['9']",5,0.335450600000058,0.2,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
43,6,1,0.781597900000179,"['n']",1,"right","['9']",5,0.469033200000013,0.4,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
44,6,1,0.964999899999839,"['n']",1,"right","['0']",6,0.351963300000079,0.2,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
45,6,1,0.684494599999653,"['c']",0,"right","['9']",5,1.13496329999998,0.1,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
46,6,1,0.648570900000323,"['n']",1,"right","['9']",5,0.317595200000142,0.1,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
47,6,1,0.749347099999795,"['n']",1,"right","['0']",6,0.352119700000003,0.4,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
48,6,1,0.832640600000104,"['c']",1,"left","['0']",6,0.250733599999876,0.4,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
49,6,1,0.432144999999764,"['c']",0,"right","['0']",6,0.217611600000055,0.4,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
50,6,1,0.634331499999917,"['c']",1,"left","['8']",4,0.533742000000075,0.1,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
51,6,1,0.515810300000339,"['c']",1,"left","['9']",5,0.184445200000027,0.1,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
52,6,1,0.984187699999893,"['n']",1,"right","['3']",3,1.03426519999994,0.2,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
53,6,1,0.882130899999993,"['n']",1,"right","['8']",4,0.218404199999895,0.1,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
54,6,1,0.633327799999734,"['c']",1,"left","['3']",3,0.166645400000107,0.1,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
55,6,1,1.35000190000028,"['n']",0,"left","['9']",5,0.552090200000293,0.1,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
56,6,1,0.683750900000177,"['n']",1,"right","['9']",5,0.218148199999632,0.1,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
57,6,1,0.699830699999893,"['c']",1,"left","['3']",3,0.167886400000043,0.1,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
58,6,1,0.632976500000041,"['c']",0,"right","['3']",3,0.100049800000306,0.2,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
59,6,1,0.534809500000392,"['c']",1,"left","['3']",3,0.118448899999748,0.4,0,"FastFast",23,18,"Woman","Right",NA,10,TRUE,TRUE,TRUE,TRUE
